         22690073 function calls (22405082 primitive calls) in 7.792 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
  782/772    0.007    0.000    0.032    0.000 {built-in method builtins.__build_class__}
   386/30    0.000    0.000    0.123    0.004 {built-in method builtins.__import__}
       96    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
139507/139505    0.048    0.000    0.150    0.000 {built-in method builtins.all}
       43    0.000    0.000    0.000    0.000 {built-in method builtins.any}
   349214    0.024    0.000    0.024    0.000 {built-in method builtins.callable}
      420    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
      399    0.010    0.000    0.010    0.000 {built-in method builtins.compile}
        3    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
        2    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
       60    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
       17    0.001    0.000    0.001    0.000 {built-in method builtins.eval}
    748/1    0.002    0.000    7.792    7.792 {built-in method builtins.exec}
   566504    0.044    0.000    0.044    0.000 {built-in method builtins.getattr}
      370    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
   144172    0.019    0.000    0.019    0.000 {built-in method builtins.hasattr}
279608/279311    0.026    0.000    0.027    0.000 {built-in method builtins.hash}
       17    0.000    0.000    0.000    0.000 {built-in method builtins.id}
5389232/5389228    0.454    0.000    0.558    0.000 {built-in method builtins.isinstance}
   280958    0.023    0.000    0.024    0.000 {built-in method builtins.issubclass}
        2    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
1683093/1403711    0.188    0.000    0.241    0.000 {built-in method builtins.len}
        2    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
      889    0.000    0.000    0.001    0.000 {built-in method builtins.max}
     1522    0.000    0.000    0.000    0.000 {built-in method builtins.min}
       66    0.000    0.000    0.000    0.000 {built-in method builtins.next}
      670    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
       64    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
       12    0.000    0.000    0.000    0.000 {built-in method builtins.round}
     4153    0.001    0.000    0.001    0.000 {built-in method builtins.setattr}
       15    0.000    0.000    0.000    0.000 {built-in method builtins.sorted}
        3    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
     1231    0.000    0.000    0.000    0.000 {built-in method from_bytes}
      110    0.000    0.000    0.000    0.000 {built-in method fromkeys}
      410    0.004    0.000    0.004    0.000 {built-in method io.open_code}
        4    0.000    0.000    0.000    0.000 {built-in method io.open}
        2    0.000    0.000    0.000    0.000 {built-in method maketrans}
      410    0.032    0.000    0.032    0.000 {built-in method marshal.loads}
        1    0.000    0.000    0.000    0.000 {built-in method math.exp}
        2    0.000    0.000    0.000    0.000 {built-in method math.log}
        1    0.000    0.000    0.000    0.000 {built-in method math.sqrt}
        1    0.006    0.006    0.006    0.006 {built-in method mkl._py_mkl_service.get_version}
        1    0.000    0.000    0.000    0.000 {built-in method numexpr.interpreter._set_num_threads}
   139620    0.037    0.000    0.037    0.000 {built-in method numpy.array}
        1    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath._set_madvise_hugepage}
      305    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.add_docstring}
    32/28    0.004    0.000    0.004    0.000 {built-in method numpy.core._multiarray_umath.implement_array_function}
        1    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.set_typeDict}
       27    0.001    0.000    0.001    0.000 {built-in method numpy.empty}
       26    0.000    0.000    0.000    0.000 {built-in method numpy.geterrobj}
       13    0.000    0.000    0.000    0.000 {built-in method numpy.seterrobj}
        2    0.000    0.000    0.000    0.000 {built-in method numpy.zeros}
        4    0.000    0.000    0.000    0.000 {built-in method pandas._libs.lib.is_datetime_array}
        2    0.000    0.000    0.000    0.000 {built-in method pandas._libs.missing.isnaobj}
        1    0.000    0.000    0.000    0.000 {built-in method posix.confstr}
     1328    0.000    0.000    0.000    0.000 {built-in method posix.fspath}
       89    0.000    0.000    0.000    0.000 {built-in method posix.getcwd}
       59    0.001    0.000    0.001    0.000 {built-in method posix.listdir}
        2    0.000    0.000    0.000    0.000 {built-in method posix.putenv}
        3    0.000    0.000    0.000    0.000 {built-in method posix.register_at_fork}
     1985    0.005    0.000    0.005    0.000 {built-in method posix.stat}
        2    0.000    0.000    0.000    0.000 {built-in method posix.sysconf}
        2    0.000    0.000    0.000    0.000 {built-in method posix.uname}
        2    0.000    0.000    0.000    0.000 {built-in method posix.unsetenv}
        1    0.000    0.000    0.000    0.000 {built-in method posix.urandom}
      212    0.001    0.000    0.009    0.000 {built-in method strptime}
       46    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        1    0.000    0.000    0.000    0.000 {built-in method sys.getdefaultencoding}
        1    0.000    0.000    0.000    0.000 {built-in method sys.getdlopenflags}
        2    0.000    0.000    0.000    0.000 {built-in method sys.getfilesystemencoding}
        2    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
       93    0.000    0.000    0.000    0.000 {built-in method sys.intern}
        2    0.000    0.000    0.000    0.000 {built-in method sys.setdlopenflags}
        1    0.000    0.000    0.000    0.000 {built-in method time.localtime}
        8    0.000    0.000    0.000    0.000 {built-in method time.strftime}
        1    0.000    0.000    0.000    0.000 {built-in method time.time}
        1    0.000    0.000    0.000    0.000 {built-in method time.tzset}
        2    0.000    0.000    0.000    0.000 {built-in method utcfromtimestamp}
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x7fb8a69d0af0}
        1    0.000    0.000    0.000    0.000 {function SeedSequence.generate_state at 0x7fb8a6b374c0}
      301    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        1    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
      412    0.001    0.000    0.001    0.000 {method '__exit__' of '_io._IOBase' objects}
        1    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.RLock' objects}
     2655    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 {method '__getitem__' of 'dict' objects}
       29    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}
        2    0.000    0.000    0.000    0.000 {method '_rebuild_blknos_and_blklocs' of 'pandas._libs.internals.BlockManager' objects}
        4    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        2    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
      108    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
        2    0.000    0.000    0.000    0.000 {method 'any' of 'numpy.ndarray' objects}
     7110    0.001    0.000    0.001    0.000 {method 'append' of 'list' objects}
        2    0.000    0.000    0.000    0.000 {method 'argsort' of 'numpy.ndarray' objects}
       10    0.001    0.000    0.001    0.000 {method 'astype' of 'numpy.ndarray' objects}
        5    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
        2    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 {method 'close' of '_io.TextIOWrapper' objects}
        2    0.000    0.000    0.000    0.000 {method 'close' of 'pandas._libs.parsers.TextReader' objects}
        1    0.000    0.000    0.000    0.000 {method 'close' of 'select.epoll' objects}
       21    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
        3    0.000    0.000    0.000    0.000 {method 'copy' of 'mappingproxy' objects}
       60    0.000    0.000    0.000    0.000 {method 'copy' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 {method 'count' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 {method 'difference_update' of 'set' objects}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
       16    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
        1    0.000    0.000    0.000    0.000 {method 'dot' of 'numpy.ndarray' objects}
       18    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
      216    0.000    0.000    0.000    0.000 {method 'end' of 're.Match' objects}
     1225    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
       30    0.000    0.000    0.000    0.000 {method 'expandtabs' of 'str' objects}
      422    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
      493    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
        3    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
      402    0.005    0.000    0.005    0.000 {method 'findall' of 're.Pattern' objects}
     1376    0.001    0.000    0.001    0.000 {method 'format' of 'str' objects}
     2334    0.000    0.000    0.000    0.000 {method 'get' of 'dict' objects}
      120    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
   348892    0.110    0.000    0.110    0.000 {method 'get_loc' of 'pandas._libs.index.IndexEngine' objects}
      169    0.000    0.000    0.000    0.000 {method 'group' of 're.Match' objects}
      212    0.000    0.000    0.000    0.000 {method 'groupdict' of 're.Match' objects}
        1    0.000    0.000    0.000    0.000 {method 'groups' of 're.Match' objects}
       19    0.000    0.000    0.000    0.000 {method 'index' of 'str' objects}
        5    0.000    0.000    0.000    0.000 {method 'index' of 'tuple' objects}
       12    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
      161    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
       76    0.000    0.000    0.000    0.000 {method 'isupper' of 'str' objects}
      163    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
       30    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
     5660    0.001    0.000    0.001    0.000 {method 'join' of 'str' objects}
      240    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
      448    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
      876    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
      575    0.001    0.000    0.001    0.000 {method 'match' of 're.Pattern' objects}
        7    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
        1    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.OrderedDict' objects}
      583    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
      122    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
       17    0.000    0.000    0.000    0.000 {method 'pop' of 'set' objects}
        8    0.000    0.000    0.000    0.000 {method 'ravel' of 'numpy.ndarray' objects}
      417    0.004    0.000    0.004    0.000 {method 'read' of '_io.BufferedReader' objects}
        2    0.166    0.083    0.167    0.083 {method 'read_low_memory' of 'pandas._libs.parsers.TextReader' objects}
        2    0.000    0.000    0.000    0.000 {method 'reduce' of 'numpy.ufunc' objects}
        4    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
       13    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
       14    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
      227    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
        4    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
      825    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
     3115    0.001    0.000    0.001    0.000 {method 'rpartition' of 'str' objects}
     8726    0.001    0.000    0.001    0.000 {method 'rstrip' of 'str' objects}
       30    0.000    0.000    0.000    0.000 {method 'search' of 're.Pattern' objects}
       42    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
       29    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        6    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
       16    0.000    0.000    0.000    0.000 {method 'split' of 're.Pattern' objects}
   139615    0.031    0.000    0.031    0.000 {method 'split' of 'str' objects}
    18422    0.001    0.000    0.001    0.000 {method 'startswith' of 'str' objects}
       76    0.000    0.000    0.000    0.000 {method 'strftime' of 'datetime.date' objects}
      471    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
      720    0.008    0.000    0.008    0.000 {method 'sub' of 're.Pattern' objects}
        5    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
      426    0.000    0.000    0.000    0.000 {method 'toordinal' of 'datetime.date' objects}
       22    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
      136    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {method 'transpose' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 {method 'union' of 'set' objects}
      675    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
        6    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
       26    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
        3    0.000    0.000    0.000    0.000 {method 'values' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.generic' objects}
      4/3    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.ndarray' objects}
      212    0.000    0.000    0.000    0.000 {method 'weekday' of 'datetime.date' objects}
